server,command
megacenter3,cd /usr
megacenter3,cd nkia
megacenter3,ls
megacenter3,cd dca
megacenter3,ls
megacenter3,cd PolestarDCA_Agent/
megacenter3,cd DCAAgent/log/
megacenter3,ls -alt
megacenter3,tail -10f 20161129_DCAAGENT.log
megacenter3,tail -100f 20161129_DCAAGENT.log
megacenter3,clear
megacenter3,ls
megacenter3,cd ..
megacenter3,ls
megacenter3,cd bin
megacenter3,ls
megacenter3,cat oracle_health_check.sh 
megacenter3,cd /nkia/megacenter_s1/manager/logs/
megacenter3,vi cubrid.log
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_0948.log 
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_1011.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail 200f ../logs/console_20161129_1035.log 
megacenter3,tail -200f ../logs/console_20161129_1035.log 
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_1246.log 
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,vi ../logs/manager.log 
megacenter3,./manager.sh -status
megacenter3,cd ../nkia/megacenter_s1/manager/bin/
megacenter3,./manager.sh -status
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,tail -200f ../logs/console_20161129_1725.log 
megacenter3,./manager.sh -status
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_1735.log 
megacenter3,./manager.sh -status
megacenter3,ps -ef }grep java
megacenter3,ps -ef | grep java
megacenter3,cd /nkia/megacenter_s1/manager/bin
megacenter3,./manager.sh -kill
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_17
megacenter3,tail -200f ../logs/console_20161129_1742.log 
megacenter3,ps -ef | grep java
megacenter3,kill -9 9198
megacenter3,ps -ef | grep java
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161129_1743.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,cd ../logs/
megacenter3,vi cubrid.log 
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ps -ef | grep java
megacenter3,kill -9 14503
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,cd /nkia/megacenter_s1/manager/bin
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,.
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,:q
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,cd /nkia/megacenter_s1/manager/logs/
megacenter3,vi cubrid.log
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161130_0845.log 
megacenter3,vi ../logs/cubrid.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/cubrid.log 
megacenter3,ps -ef | grep AGENT
megacenter3,clear
megacenter3,ps -ef | grep AGENT
megacenter3,cd /nkia/app
megacenter3,cd VAgent
megacenter3,ls
megacenter3,cd NNPAgent
megacenter3,ls
megacenter3,./agentstart.sh
megacenter3,ps -ef | grep AGENT
megacenter3,clear
megacenter3,ps -ef | grep AGENT
megacenter3,cd ..
megacenter3,cd agent
megacenter3,cd NNPAgent
megacenter3,clear
megacenter3,pwd
megacenter3,./agentstart.sh
megacenter3,ps -ef | grep AGENT
megacenter3,cd /nkia/megacenter_s1
megacenter3,ls
megacenter3,cd manager/bin
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161202_1404.log 
megacenter3,jbin
megacenter3,./start_jboss.sh 
megacenter3,cd /nkia/megacenter/manager/bin
megacenter3,ls -la
megacenter3,vi ./threaddump.sh 
megacenter3,ls
megacenter3,pwd
megacenter3,cd. ./../
megacenter3,cd ../../
megacenter3,ls
megacenter3,cd ../megacenter_s2/manager/logs/
megacenter3,vi ./cubrid.log 
megacenter3,cd ../bin
megacenter3,ls -la
megacenter3,pwd
megacenter3,vi /var/log/cron
megacenter3,vi nkia/megacenter/manager/bin/threaddump.sh
megacenter3,vi /var/log/cron
megacenter3,vi /nkia/megacenter/manager/bin/threaddump.sh
megacenter3,vi /var/log/cron
megacenter3,ls
megacenter3,crontab -e
megacenter3,vi /var/spool/cron/root 
megacenter3,/nkia/megacenter/manager/bin/threaddump.sh
megacenter3,/nkia/megacenter_s1/manager/bin/threaddump.sh
megacenter3,crontab -e
megacenter3,vi /var/log/cron
megacenter3,cd /nkia/
megacenter3,ls
megacenter3,cd ./megacenter
megacenter3,ls
megacenter3,cd manager/bin
megacenter3,vi ./threaddump.sh 
megacenter3,PID=`cat ./pid.var`
megacenter3,ls
megacenter3,PID=`cat ./pid.var`
megacenter3,vi ../logs/console_20161202_1402.log 
megacenter3,./threaddump.sh 
megacenter3,vi ../logs/console_20161202_1402.log 
megacenter3,ls
megacenter3,cd /nkia
megacenter3,ps -ef | grep java
megacenter3,cd megacenter
megacenter3,ls
megacenter3,cd li
megacenter3,cd manager/lib/
megacenter3,ls
megacenter3,cd ..
megacenter3,cd bin
megacenter3,pwd
megacenter3,ant detelog
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161202_1359.log 
megacenter3,vi ../logs/ibatis.log 
megacenter3,ls
megacenter3,vi ../deploy/default/com.nkia.service.ibatis_1.0/SqlMapConfig.properties
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161202_1402.log 
megacenter3,cd ../../../megacenter_s2/
megacenter3,ls
megacenter3,cd manager/bin
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161202_1406.log 
megacenter3,ls /nkia/megacenter_s1/manager/logs/console_????????_????.log
megacenter3,vi ../logs/console_20161202_1406.log 
megacenter3,/nkia/megacenter/manager/bin/threaddump.sh
megacenter3,/nkia/megacenter_s1/manager/bin/threaddump.sh
megacenter3,/nkia/megacenter_s2/manager/bin/threaddump.sh
megacenter3,vi ../logs/console_20161202_1406.log 
megacenter3,crontab -e
megacenter3,/nkia/megacenter_s2/manager/logs/console_20161202_1406.log 
megacenter3,vi /nkia/megacenter_s2/manager/logs/console_20161202_1406.log 
megacenter3,vi /nkia/megacenter/manager/logs/console_20161202_1406.log 
megacenter3,vi /nkia/megacenter/manager/logs/console_20161202_1402.log 
megacenter3,vi /nkia/megacenter_s1/manager/logs/console_20161202_1404.log 
megacenter3,service crond restart
megacenter3,ps -ef | grep AGENT
megacenter3,cd /nkia/megacenter_s1/manager/logs/
megacenter3,vi oracle.log
megacenter3,data
megacenter3,date
megacenter3,vi oracle.log
megacenter3,cd /nkia/megacenter_s2/manager/logs/
megacenter3,vi oracle.log
megacenter3,clear
megacenter3,cd /nkia/
megacenter3,cd megacenter
megacenter3,cd manager
megacenter3,cd bin
megacenter3,./threaddump.sh
megacenter3,crontab -e
megacenter3,vi /var/log/cron
megacenter3,/nkia/megacenter/manager/bin/threaddump.sh
megacenter3,cd ..
megacenter3,ls
megacenter3,cd ..
megacenter3,ls
megacenter3,vi ./threaddump_mega.sh
megacenter3,ls
megacenter3,chmod 755 *.sh
megacenter3,./threaddump_mega.sh 
megacenter3,vi ./threaddump_mega.sh 
megacenter3,ps -ef | grep manager | grep -v grep | awk '{ print $2 }' | xargs kill -3
megacenter3,ls
megacenter3,ps -ef | grep manager | grep -v grep | awk '{ print $2 }' | xargs kill -3
megacenter3,ls
megacenter3,vi ./threaddump_mega.sh 
megacenter3,./threaddump_mega.sh 
megacenter3,ls
megacenter3,crontab -e
megacenter3,cd /nkia
megacenter3,cd megacenter
megacenter3,cd manager/
megacenter3,vi deploy
megacenter3,cd deploy/service/
megacenter3,ls
megacenter3,vi com.nkia.service.management.dbms.oracle_1.0
megacenter3,cd com.nkia.service.management.dbms.oracle_1.0
megacenter3,ls -la
megacenter3,cd ../../
megacenter3,ls
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ls -la ../deploy/service/com.nkia.service.management.dbms.oracle_1.0/
megacenter3,ls -la ../deploy/service/com.nkia.management.dbms.oracle_1.0/
megacenter3,ls -la ../deploy/service/com.nkia.service.management.dbms.oracle_1.0/
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161205_1021.log 
megacenter3,tail -f ../logs/oracle.log | grep .*ERROR.*
megacenter3,clear
megacenter3,cd /nkia/
megacenter3,cd megacenter_s1
megacenter3,cd manager
megacenter3,cd bin
megacenter3,./threaddump.sh
megacenter3,vi ./threaddump.sh 
megacenter3,tail -f ../logs/console_20161202_1404.log 
megacenter3,ls
megacenter3,vi ../logs/oracle.log
megacenter3,cd /nkia
megacenter3,cd megacenter_s1
megacenter3,cd manager/
megacenter3,vi deploy
megacenter3,cd deploy/service/
megacenter3,ls
megacenter3,vi com.nkia.service.management.dbms.oracle_1.0
megacenter3,cd com.nkia.service.management.dbms.oracle_1.0
megacenter3,ls -la
megacenter3,cd ../../
megacenter3,ls
megacenter3,cd ../bin
megacenter3,./manager.sh -shutdown
megacenter3,ls -la ../deploy/service/com.nkia.service.management.dbms.oracle_1.0/
megacenter3,ls -la ../deploy/service/com.nkia.management.dbms.oracle_1.0/
megacenter3,ls -la ../deploy/service/com.nkia.service.management.dbms.oracle_1.0/
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161205_1021.log 
megacenter3,tail -f ../logs/oracle.log | grep .*ERROR.*
megacenter3,cd /nkia/megacenter_s2/manager/bin/
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./manager.sh -startup
megacenter3,tail -200f ../logs/console_20161205_1520.log 
megacenter3,jbin
megacenter3,./stop_jboss.sh 
megacenter3,cd /nkia
megacenter3,ls
megacenter3,cd /nkia
megacenter3,clear
megacenter3,cd megacenter_s1
megacenter3,cd manager/bin
megacenter3,./manager.sh -shutdown
megacenter3,clear
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161205_1550.log 
megacenter3,cd /nkia
megacenter3,clear
megacenter3,cd megacenter
megacenter3,cd manager/bin
megacenter3,./manager.sh -shutdown
megacenter3,clear
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161205_1
megacenter3,tail -f ../logs/console_20161205_1548.log 
megacenter3,./manager.sh -shutdown
megacenter3,ant deletelog
megacenter3,./startup.sh 
megacenter3,tail -f ../logs/console_20161205_1549.log 
megacenter3,jbin
megacenter3,./start_jboss.sh 
megacenter3,cd /nkia
megacenter3,clear
megacenter3,cd megacenter_s2
megacenter3,cd manager/bin
megacenter3,./manager.sh -shutdown
megacenter3,ps -ef | grep java
megacenter3,ps -ef | grep jboss
megacenter3,ps -ef | grep java
megacenter3,clear
megacenter3,ant deletelog
megacenter3,./startup.sh
megacenter3,tail -f ../logs/console_20161205_1550.log 
megacenter3,vi ../logs/console_20161205_1550.log 
SBS,./agentstop.sh 
SBS,ifconfig
SBS,ls
SBS,ps -ef | grep Agent
SBS,./agentstart.sh 
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep Agent
SBS,clear
SBS,ps -ef | grep Agent
SBS,./agentstop.sh 
SBS,ps -ef | grep Agent
SBS,kill -9 19727
SBS,ps -ef | grep Agent
SBS,clear
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,./agentstart.sh 
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep Agent
SBS,ps -ef | grep AGENT
SBS,ps -ef | grep Agent
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,ifconfig
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd DCA
SBS,cd DCAAgent/
SBS,ls
SBS,tar -zxvf ./PolestarDCA_Linux64_3.4_2.3.0-b1.tar.gz 
SBS,ls
SBS,ps -ef | grep Agent
SBS,ls
SBS,rm -rf ./PolestarDCA_Linux64_3.4_2.3.0-b1.tar.gz 
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,cd ..
SBS,ls
SBS,./AgentInstall.sh 
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,ps -ef | grep Agent
SBS,ps -ef | grep AGENT
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,./agentstop.sh 
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd ..
SBS,ls
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,vo agent/NNPAgent/MAgent/conf/MasterAgent.conf
SBS,vi agent/NNPAgent/MAgent/conf/MasterAgent.conf
SBS,ls
SBS,df -h
SBS,halt
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,ps -ef | grep Agent
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,cd ..
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd DCAAgent/
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep Agent
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,vi ./MAgent/conf/MAs
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,vi ./agentstart.sh 
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNP
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,cd ..
SBS,ls
SBS,ps -ef | grep AGENT
SBS,cd DCAAgent/
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,./agentstoop
SBS,./agentstop.sh 
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd agent/
SBS,ls
SBS,rm -rf ./DCAAgent/
SBS,ls
SBS,vi ./NNPAgent/MAgent/conf/MasterAgent.conf
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,vi ./agentstart.sh 
SBS,ls
SBS,cd ..
SBS,ls
SBS,./vagentinstall.sh 
SBS,ls
SBS,cd NNP
SBS,cd NNPAgent/
SBS,ls
SBS,vi ./agentstart.sh 
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,ps -ef | grep AGENT
SBS,cd /nkia/
SBS,ls
SBS,vi /etc/rc.nomni1 
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNP
SBS,cd NNPAgent/
SBS,ls
SBS,cd utils/INSTALL/
SBS,ls
SBS,ls -la
SBS,"date -s ""2015-10-19 15:33:50"""
SBS,date
SBS,hwclock -r
SBS,hwclock --localtime --systohc
SBS,hwclock -r
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,ps -ef | grep AGENT
SBS,cd agent/
SBS,ls
SBS,cd NNP
SBS,cd NNPAgent/
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,ps -ef | grep AGENT
SBS,ps -ef | grep Agent
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,vi NNPAgent/MAgent/conf/MasterAgent.conf
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,ps -ef | grep Agent
SBS,ps -ef | grep AGENT
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstart.sh 
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep Agent
SBS,ls
SBS,./agentstart.sh 
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,l
SBS,ls
SBS,agent/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,ps -ef | grep Agent
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,ls
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd MAgent/
SBS,ls
SBS,vi conf/MasterAgent.conf
SBS,ls
SBS,cd ..
SBS,ls
SBS,vi ./agentstart.sh 
SBS,ls
SBS,ps -ef | grep java
SBS,ps -ef | grep AGENT
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep java
SBS,ps -ef | grep AGENT
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,vi agentstart.sh 
SBS,ls
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNP
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,ifconfig
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,ls
SBS,./agentstop.sh 
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,cd DCAAgent/
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,mkdir DCA
SBS,ls
SBS,mv ./PolestarDCA_Linux64_3.4_2.3.0-b1.tar.gz ./DCA/
SBS,ls
SBS,cd DCA/
SBS,ls
SBS,tar -zxvf ./PolestarDCA_Linux64_3.4_2.3.0-b1.tar.gz 
SBS,ls
SBS,rm -rf ./PolestarDCA_Linux64_3.4_2.3.0-b1.tar.gz 
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,cd ..
SBS,ls
SBS,./AgentInstall.sh 
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep AGENT
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,vi ./MAgent/conf/MasterAgent.conf
SBS,ls
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,vi /etc/sysconfig/network-scripts/i1
SBS,vi /etc/sysconfig/network-scripts/ifcfg-eth0 
SBS,ls
SBS,ps -ef | grep AGENT
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,ls
SBS,halt
SBS,ls -l /etc/localtime 
SBS,ln -sf /usr/share/zoneinfo/Asia/Seoul /etc/localtime 
SBS,date
SBS,crontab -e
SBS,vi /etc/crontab 
SBS,vi /etc/crontab -e
SBS,crontab -e
SBS,ls
SBS,vi /etc/crontab 
SBS,ls
SBS,vi /etc/crontab 
SBS,vi /nkia
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,vi agent/NNPAgent/MAgent/conf/MasterAgent.conf
SBS,ls
SBS,vi /nkia/app/agent/DCA/PolestarDCA_Agent/MAgent/conf/MasterAgent.conf
SBS,ps -ef | grep AGENT
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,./agentstop.sh 
SBS,cd ..
SBS,ls
SBS,cd DCA/
SBS,;s
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,./agentstop.sh 
SBS,date
SBS,vi /etc/crontab 
SBS,ps -ef | grep java
SBS,ps -ef | grep AGENT
SBS,halt
SBS,ifconfig
SBS,ls
SBS,cd /nkia/
SBS,ls
SBS,ifconfig
SBS,ls
SBS,vi /etc/sysconfig/network-scripts/ifcfg-eth0 
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,vi /etc/rc.local 
SBS,ls
SBS,cd app
SBS,ls
SBS,cd agent
SBS,ls
SBS,cd NNPAgent/
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,cd ..
SBS,ls
SBS,cd DCA/
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,vi MAgent/conf/MasterAgent.conf
SBS,halt
SBS,vi /etc/hosts
SBS,ls
SBS,ps -ef | grep Agent
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,ps -ef | grep DCA
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd DCA
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,./agentstop.sh 
SBS,ps- ef | grep DCA
SBS,ps -ef | grep DCA
SBS,ps -ef | grep Agent
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,ls
SBS,halt
SBS,ls
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,ls -la
SBS,chmod 755 ./host_update.sh 
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,cd agent/
SBS,ls
SBS,cd DCA/
SBS,ls
SBS,cd PolestarDCA_Agent/
SBS,ls
SBS,cd MAgent/
SBS,ls
SBS,ps -ef | grep DCA
SBS,cd ..
SBS,ls
SBS,./agentstop.sh 
SBS,ps -ef | grep DCA
SBS,cd ..
SBS,ls
SBS,vi /etc/udev/rules.d/70-persistent-net.rules 
SBS,ls
SBS,ps -ef | grep DCAA
SBS,ps -ef | grep DCA
SBS,halt
SBS,cd /nkia/
SBS,ls
SBS,cd app/
SBS,ls
SBS,./host_update.sh 
SBS,cd. .
SBS,cd ..
SBS,ls
SBS,vi /etc/hosts
SBS,ls
SBS,cd SBS/
SBS,ls
SBS,unzip ./NNP_Manager_EMS1.7.0_201506151914.zip 
SBS,;s
SBS,ls
SBS,unzip ./NNP_Station_EMS1.7.0_201506151914.zip 
SBS,ls
SBS,rm -rf ./NNP_*
SBS,ls
SBS,cd manager/
SBS,ls
SBS,cd deploy/default/com.nkia.service.ibatis_1.0/SqlMapConfig.properties 
SBS,vi deploy/default/com.nkia.service.ibatis_1.0/SqlMapConfig.properties 
SBS,ls
SBS,vi conf/config.properties 
SBS,ls
SBS,cd bin
SBS,ls
SBS,cd ..
SBS,ls
SBS,mkdir logs
SBS,ls
SBS,cd bin
SBS,ls
SBS,chmod 755 *.sh
SBS,./startup.sh 
SBS,tail -f ../logs/console_20151104_1500.log 
SBS,vi ../logs/ibatis.log 
SBS,ls
SBS,vi ../deploy/default/com.nkia.service.ibatis_1.0/SqlMapConfig.properties 
SBS,ls
SBS,ant deletelog
SBS,./startup.sh 
SBS,tail -f ../logs/console_20151104_1502.log 
SBS,vi ../deploy/service/com.nkia.service.management.tnms_1.0/plugin.xml 
SBS,ls
SBS,./manager.sh -shutdown
SBS,ant deletelog
SBS,./startup.sh 
SBS,tail -f ../logs/console_20151104_1504.log 
SBS,cd ..
SBS,ls
SBS,cd ..
SBS,ls
SBS,cd tomcat/
SBS,cd ..
SBS,ls
SBS,vi station/conf/station.properties 
SBS,ls
SBS,cd tomcat/
SBS,ls
SBS,vi conf/Catalina/localhost/ROOT.xml 
SBS,vi conf/Catalina/localhost/report.xml 
SBS,vi ./conf/server.xml
SBS,ls
SBS,cd bin
SBS,ls
